#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F19_assembly	319560	320313	-	yagV/ecpE	3-756/756	===============	0/0	99.74	85.15	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	320239	321882	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	88.81	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	321872	324397	-	yagX/ecpC	1-2526/2526	========/======	2/2	99.96	87.65	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	324423	325091	-	yagY/ecpB	1-669/669	===============	0/0	100.00	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	325154	325737	-	yagZ/ecpA	1-584/588	===============	0/0	99.32	89.90	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	325812	326392	-	ykgK/ecpR	11-591/591	===============	0/0	98.31	86.58	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F19_assembly	3277154	3279175	-	fyuA	1-2022/2022	===============	0/0	100.00	99.90	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3279306	3280883	-	ybtE	1-1578/1578	===============	0/0	100.00	99.94	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3280887	3281690	-	ybtT	1-804/804	===============	0/0	100.00	99.25	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3281687	3282787	-	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3282784	3292275	-	irp1	1-9492/9492	===============	0/0	100.00	99.87	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3292363	3298470	-	irp2	1-6108/6108	===============	0/0	100.00	99.80	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3298661	3299620	-	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3299787	3301589	+	ybtP	1-1803/1803	===============	0/0	100.00	99.83	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3301576	3303378	+	ybtQ	1-1803/1803	===============	0/0	100.00	99.94	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3303371	3304651	+	ybtX	1-1281/1281	===============	0/0	100.00	99.92	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	3304679	3305983	+	ybtS	1-1305/1305	===============	0/0	100.00	99.92	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F19_assembly	4801133	4802203	+	ompA	1-1041/1041	========/======	2/30	100.00	83.85	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F24_assembly	1832839	1834860	-	fyuA	1-2022/2022	===============	0/0	100.00	99.90	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1834991	1836568	-	ybtE	1-1578/1578	===============	0/0	100.00	99.94	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1836572	1837375	-	ybtT	1-804/804	===============	0/0	100.00	99.25	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1837372	1838472	-	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1838469	1847960	-	irp1	1-9492/9492	===============	0/0	100.00	99.87	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1848048	1854155	-	irp2	1-6108/6108	===============	0/0	100.00	99.80	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1854346	1855305	-	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1855472	1857274	+	ybtP	1-1803/1803	===============	0/0	100.00	99.83	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1857261	1859063	+	ybtQ	1-1803/1803	===============	0/0	100.00	99.94	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1859056	1860336	+	ybtX	1-1281/1281	===============	0/0	100.00	99.92	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	1860364	1861668	+	ybtS	1-1305/1305	===============	0/0	100.00	99.92	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F24_assembly	3356664	3357734	+	ompA	1-1041/1041	========/======	2/30	100.00	83.85	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F24_assembly	3789884	3790629	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F24_assembly	3790639	3791490	-	entB	1-858/858	========/======	4/8	99.18	82.31	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F24_assembly	3799068	3799839	+	fepC	17-788/816	===============	0/0	94.61	80.83	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F24_assembly	4155420	4156173	-	yagV/ecpE	3-756/756	===============	0/0	99.74	85.15	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F24_assembly	4156099	4157742	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	88.81	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F24_assembly	4157732	4160257	-	yagX/ecpC	1-2526/2526	========/======	2/2	99.96	87.65	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F24_assembly	4160283	4160951	-	yagY/ecpB	1-669/669	===============	0/0	100.00	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F24_assembly	4161014	4161597	-	yagZ/ecpA	1-584/588	===============	0/0	99.32	89.90	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F24_assembly	4161672	4162252	-	ykgK/ecpR	11-591/591	===============	0/0	98.31	86.58	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	1833333	1835354	-	fyuA	1-2022/2022	===============	0/0	100.00	99.90	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1835485	1837062	-	ybtE	1-1578/1578	===============	0/0	100.00	99.94	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1837066	1837869	-	ybtT	1-804/804	===============	0/0	100.00	99.25	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1837866	1838966	-	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1838963	1848454	-	irp1	1-9492/9492	===============	0/0	100.00	99.87	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1848542	1854649	-	irp2	1-6108/6108	===============	0/0	100.00	99.80	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1854840	1855799	-	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1855966	1857768	+	ybtP	1-1803/1803	===============	0/0	100.00	99.83	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1857755	1859557	+	ybtQ	1-1803/1803	===============	0/0	100.00	99.94	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1859550	1860830	+	ybtX	1-1281/1281	===============	0/0	100.00	99.92	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	1860858	1862162	+	ybtS	1-1305/1305	===============	0/0	100.00	99.92	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F29_assembly	3356670	3357740	+	ompA	1-1041/1041	========/======	2/30	100.00	83.85	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F29_assembly	3790193	3790938	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F29_assembly	3790948	3791799	-	entB	1-858/858	========/======	4/8	99.18	82.31	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F29_assembly	3799377	3800148	+	fepC	17-788/816	===============	0/0	94.61	80.83	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F29_assembly	4155729	4156482	-	yagV/ecpE	3-756/756	===============	0/0	99.74	85.15	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	4156408	4158051	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	88.81	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	4158041	4160566	-	yagX/ecpC	1-2526/2526	========/======	2/2	99.96	87.65	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	4160592	4161260	-	yagY/ecpB	1-669/669	===============	0/0	100.00	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	4161323	4161906	-	yagZ/ecpA	1-584/588	===============	0/0	99.32	89.90	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F29_assembly	4161981	4162561	-	ykgK/ecpR	11-591/591	===============	0/0	98.31	86.58	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	1095302	1096606	-	ybtS	1-1305/1305	===============	0/0	100.00	99.92	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1096634	1097914	-	ybtX	1-1281/1281	===============	0/0	100.00	99.92	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1097907	1099709	-	ybtQ	1-1803/1803	===============	0/0	100.00	99.94	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1099696	1101498	-	ybtP	1-1803/1803	===============	0/0	100.00	99.83	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1101665	1102624	+	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1102815	1108922	+	irp2	1-6108/6108	===============	0/0	100.00	99.80	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1109010	1118501	+	irp1	1-9492/9492	===============	0/0	100.00	99.87	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1118498	1119598	+	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1119595	1120398	+	ybtT	1-804/804	===============	0/0	100.00	99.25	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1120402	1121979	+	ybtE	1-1578/1578	===============	0/0	100.00	99.94	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	1122110	1124131	+	fyuA	1-2022/2022	===============	0/0	100.00	99.90	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F32_assembly	4074098	4074678	+	ykgK/ecpR	11-591/591	===============	0/0	98.31	86.58	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4074753	4075336	+	yagZ/ecpA	1-584/588	===============	0/0	99.32	89.90	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4075399	4076067	+	yagY/ecpB	1-669/669	===============	0/0	100.00	86.40	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4076093	4078618	+	yagX/ecpC	1-2526/2526	========/======	2/2	99.96	87.65	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4078608	4080251	+	yagW/ecpD	1-1644/1644	===============	0/0	100.00	88.81	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4080177	4080930	+	yagV/ecpE	3-756/756	===============	0/0	99.74	85.15	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
all.fasta	F32_assembly	4436511	4437282	-	fepC	17-788/816	===============	0/0	94.61	80.83	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F32_assembly	4444860	4445711	+	entB	1-858/858	========/======	4/8	99.18	82.31	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F32_assembly	4445721	4446466	+	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
all.fasta	F32_assembly	4878671	4879741	-	ompA	1-1041/1041	========/======	2/30	100.00	83.85	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F34_assembly	1833130	1835151	-	fyuA	1-2022/2022	===============	0/0	100.00	99.85	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1835282	1836859	-	ybtE	1-1578/1578	===============	0/0	100.00	99.94	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1836863	1837666	-	ybtT	1-804/804	===============	0/0	100.00	99.25	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1837663	1838763	-	ybtU	1-1101/1101	===============	0/0	100.00	100.00	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1838760	1848251	-	irp1	1-9492/9492	===============	0/0	100.00	99.87	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1848339	1854446	-	irp2	1-6108/6108	===============	0/0	100.00	99.80	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1854637	1855596	-	ybtA	1-960/960	===============	0/0	100.00	99.90	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1855763	1857565	+	ybtP	1-1803/1803	===============	0/0	100.00	99.83	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1857552	1859354	+	ybtQ	1-1803/1803	===============	0/0	100.00	99.94	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1859347	1860627	+	ybtX	1-1281/1281	===============	0/0	100.00	99.92	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	1860655	1861959	+	ybtS	1-1305/1305	===============	0/0	100.00	99.92	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
all.fasta	F34_assembly	3352091	3353161	+	ompA	1-1041/1041	========/======	2/30	100.00	83.85	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
all.fasta	F34_assembly	3785391	3786136	-	entA	2-747/747	========/======	5/8	99.33	80.40	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
