#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
all.fasta	F19_assembly.fasta_contig_2	18112	19017	+	mphA	1-906/906	===============	0/0	100.00	100.00	card	D16251.1:2531-1625	The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.	macrolide
all.fasta	F19_assembly.fasta_contig_2	25637	26476	-	sul1	1-840/840	===============	0/0	100.00	99.64	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F19_assembly.fasta_contig_2	27009	28242	-	cmlA5	26-1260/1260	========/======	1/1	97.94	99.76	card	AY115475:3337-4597	cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli	phenicol
all.fasta	F19_assembly.fasta_contig_2	28412	29068	-	QnrA1	1-657/657	========/======	2/2	99.85	99.24	card	DQ831141:8921-9578	QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae	fluoroquinolone
all.fasta	F19_assembly.fasta_contig_2	31344	32183	-	sul1	1-840/840	========/======	2/2	99.88	99.64	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F19_assembly.fasta_contig_2	32688	33467	-	aadA2	1-780/780	===============	0/0	100.00	99.87	card	AF156486:5012-5792	aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.	aminoglycoside
all.fasta	F19_assembly.fasta_contig_2	33884	34380	-	dfrA12	1-498/498	========/======	1/1	99.80	99.80	card	GU585907.1:22103-21605	dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae	diaminopyrimidine
all.fasta	F19_assembly.fasta_contig_2	41710	42368	-	catI	1-660/660	========/======	1/1	99.85	99.09	card	V00622:243-903	catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii	phenicol
all.fasta	F19_assembly.fasta_contig_2	121333	122146	+	sul2	1-816/816	========/======	2/2	99.75	99.75	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
all.fasta	F19_assembly.fasta_contig_3	22022	22607	+	AAC(6')-Ib10	26-612/612	========/======	1/1	95.75	99.66	card	U59183:247-859	AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	aminoglycoside
all.fasta	F19_assembly.fasta_contig_3	43285	44530	-	tet(A)	1-1247/1275	========/======	2/3	97.65	99.12	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
all.fasta	F19_assembly.fasta_contig_3	64787	65626	-	sul1	1-840/840	===============	0/0	100.00	99.88	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F19_assembly.fasta_contig_3	66079	66757	+	QnrB20	1-681/681	========/======	4/4	99.56	98.83	card	AB379831:0-681	QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli	fluoroquinolone
all.fasta	F19_assembly.fasta_contig_3	70498	71336	-	sul1	1-840/840	========/======	1/1	99.88	99.64	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
all.fasta	F19_assembly.fasta_contig_3	71861	72318	-	dfrA25	1-459/459	========/======	1/1	99.78	99.78	card	DQ267940:53-512	dfrA25 is an integron-encoded dihydrofolate reductase found in Salmonella agona	diaminopyrimidine
all.fasta	F19_assembly.fasta_contig_3	76554	77433	-	KPC-1	1-882/882	========/======	2/2	99.77	99.66	card	AY034847:5-887	KPC-2 is a beta-lactamase found in Klebsiella pneumoniae and Pseudomonas aeruginosa.	carbapenem;cephalosporin;monobactam;penam
all.fasta	F24_assembly.fasta_contig_1	524394	524812	+	FosA6	1-420/420	========/======	1/1	99.76	98.33	card	KU254579.1:59421-59841	fosA6 is a plasmid-encoded enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule.	fosfomycin
all.fasta	F24_assembly.fasta_contig_1	1115443	1118581	-	acrB	1-3148/3150	========/======	16/21	99.46	83.35	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F24_assembly.fasta_contig_1	1118604	1119796	-	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	5/6	99.58	97.08	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F24_assembly.fasta_contig_1	1264391	1264744	+	ramA	21-375/375	========/======	1/1	94.40	80.84	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
all.fasta	F24_assembly.fasta_contig_1	1711601	1713346	+	msbA	1-1749/1749	========/======	2/3	99.83	80.45	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
all.fasta	F24_assembly.fasta_contig_1	2203418	2204571	-	Klebsiella_pneumoniae_OmpK37	1-1125/1125	========/======	8/33	99.82	94.90	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
